"age","edu"
33,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
71,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
69,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
91,"PRIMARY/NO EDUCATION"
61,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
62,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
37,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
25,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
57,"POST-SECONDARY OR HIGHER"
29,"PRIMARY/NO EDUCATION"
58,"POST-SECONDARY OR HIGHER"
38,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
74,"SECONDARY"
61,NA
29,"POST-SECONDARY OR HIGHER"
54,"SECONDARY"
38,"VOCATIONAL/GRAMMAR"
82,"SECONDARY"
53,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
34,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
31,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
67,"VOCATIONAL/GRAMMAR"
79,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
75,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
27,"SECONDARY"
41,"PRIMARY/NO EDUCATION"
90,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
27,"SECONDARY"
46,"SECONDARY"
22,"SECONDARY"
46,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
43,"PRIMARY/NO EDUCATION"
61,"POST-SECONDARY OR HIGHER"
44,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
37,"SECONDARY"
35,"PRIMARY/NO EDUCATION"
74,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
59,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
72,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
25,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
42,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
64,"POST-SECONDARY OR HIGHER"
76,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
51,"POST-SECONDARY OR HIGHER"
21,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
72,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
43,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
45,"POST-SECONDARY OR HIGHER"
30,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
56,"POST-SECONDARY OR HIGHER"
38,NA
57,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
28,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
31,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
34,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
28,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
22,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
88,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
70,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
73,"SECONDARY"
55,"PRIMARY/NO EDUCATION"
21,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
43,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
65,"SECONDARY"
23,"SECONDARY"
52,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
78,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
34,"PRIMARY/NO EDUCATION"
81,"PRIMARY/NO EDUCATION"
51,"PRIMARY/NO EDUCATION"
43,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
34,"PRIMARY/NO EDUCATION"
53,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
22,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
40,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
24,"PRIMARY/NO EDUCATION"
40,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
45,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
82,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
46,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
69,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
21,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
73,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
66,"PRIMARY/NO EDUCATION"
57,"POST-SECONDARY OR HIGHER"
35,"SECONDARY"
89,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
77,"PRIMARY/NO EDUCATION"
62,"PRIMARY/NO EDUCATION"
47,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
85,"PRIMARY/NO EDUCATION"
37,"VOCATIONAL/GRAMMAR"
42,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
25,"SECONDARY"
53,"SECONDARY"
24,"VOCATIONAL/GRAMMAR"
29,"SECONDARY"
19,"PRIMARY/NO EDUCATION"
27,"SECONDARY"
32,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
38,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
25,"SECONDARY"
76,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
31,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
69,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
66,"PRIMARY/NO EDUCATION"
35,"SECONDARY"
47,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
83,"SECONDARY"
79,"SECONDARY"
77,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
86,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
49,"POST-SECONDARY OR HIGHER"
53,"POST-SECONDARY OR HIGHER"
62,"POST-SECONDARY OR HIGHER"
68,"PRIMARY/NO EDUCATION"
73,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
35,"PRIMARY/NO EDUCATION"
40,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
38,"VOCATIONAL/GRAMMAR"
81,"SECONDARY"
83,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
65,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
22,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
54,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
38,"SECONDARY"
91,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
65,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
23,"POST-SECONDARY OR HIGHER"
37,"VOCATIONAL/GRAMMAR"
41,"PRIMARY/NO EDUCATION"
61,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
85,"PRIMARY/NO EDUCATION"
50,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
51,"POST-SECONDARY OR HIGHER"
54,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
85,"SECONDARY"
78,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
69,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
73,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
30,"POST-SECONDARY OR HIGHER"
