"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","eduspec","random"
"FEMALE",39,"URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,2200,"MARRIED",8,2008,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",172,75,"technical science","UT"
"MALE",48,"RURAL AREAS","Swietokrzyskie","VOCATIONAL/GRAMMAR","FARMER",0,1000,"MARRIED",6,1997,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,100,"technical science","RY"
"MALE",57,"URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",1,1983,NA,NA,"PLEASED",1,NA,"YES","YES","YES",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,65,"technical science","HZ"
"MALE",61,"URBAN BELOW 20,000","Kujawsko-pomorskie",NA,"EMPLOYED IN PRIVATE SECTOR",0,1700,"MARRIED",12,1977,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,90,"technical science","BS"
"MALE",45,"RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1100,"DIVORCED",4,2005,6,2009,"MOSTLY SATISFIED",6,"IT`S DIFFICULT TO TELL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,70,"technical science","JQ"
"MALE",43,"RURAL AREAS","Lubuskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,4000,"MARRIED",6,1992,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO","YES",5,"NO",NA,"YES","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS",NA,"NONE",178,98,"technical science","EG"
"FEMALE",50,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",NA,960,"MARRIED",2,1983,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,69,"technical science","LL"
"MALE",62,"RURAL AREAS","Pomorskie","SECONDARY","RETIRED",0,1600,"MARRIED",12,1967,NA,NA,"MOSTLY SATISFIED",7,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,86,"technical science","ZR"
"MALE",64,"URBAN 20,000-100,000","Pomorskie","POST-SECONDARY OR HIGHER","RETIRED",0,1597,"MARRIED",6,1972,NA,NA,"MOSTLY SATISFIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,65,"technical science","QH"
"MALE",54,"URBAN 20,000-100,000","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",9,2002,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",176,80,"technical science","DB"
"MALE",36,"URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,NA,"MARRIED",6,1997,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",179,86,"technical science","NX"
"MALE",44,"RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1350,"DIVORCED",6,1992,1,2005,"MOSTLY DISSATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,86,"technical science","HU"
"MALE",68,"URBAN BELOW 20,000","Swietokrzyskie","SECONDARY","RETIRED",24,1700,"MARRIED",4,1975,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,100,"technical science","YD"
"MALE",38,"URBAN BELOW 20,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",NA,1300,"MARRIED",12,1996,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","YES","20","NO",NA,NA,"NONE",182,80,"technical science","EG"
"FEMALE",51,"RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",7,1978,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",3,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,63,"technical science","HZ"
"MALE",43,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,4000,"MARRIED",2,1991,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",6,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"PASSIVE",186,82,"technical science","IS"
"MALE",53,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,4000,"MARRIED",5,1984,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","YES","40","YES, TO EU COUNTRY","MORE THAN 2 YEARS","AUSTRIA","NONE",172,78,"technical science","ZB"
"MALE",35,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",12,100,"MARRIED",6,1998,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",181,86,"technical science","RT"
"MALE",54,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",6,1980,NA,NA,"MIXED",1,"IT`S DIFFICULT TO TELL","YES","YES","YES",20,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,76,"technical science","IS"
"MALE",65,"URBAN 100,000-200,000","Zachodnio-pomorskie","SECONDARY","RETIRED",NA,NA,"MARRIED",3,1970,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,85,"technical science","YD"
"MALE",35,"RURAL AREAS","Dolnoslaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",12,2001,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",20,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"NONE",189,98,"technical science","KW"
"MALE",46,"RURAL AREAS","Lubelskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",4,1988,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",182,96,"technical science","JX"
"MALE",53,"URBAN BELOW 20,000","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,2800,"MARRIED",8,1976,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",0,"YES",20,"NO","YES","NO",NA,"NO",NA,NA,"NONE",178,79,"technical science","MI"
"MALE",58,"URBAN 100,000-200,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",NA,1000,"MARRIED",4,1977,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,110,"technical science","YK"
"FEMALE",60,"URBAN 200,000-500,000","Dolnoslaskie","SECONDARY","RETIRED",NA,1100,"MARRIED",9,1974,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,84,"technical science","LW"
"MALE",50,"URBAN 100,000-200,000","Mazowieckie","SECONDARY","UNEMPLOYED",24,NA,"MARRIED",8,1987,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",10,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,85,"technical science","HU"
"MALE",27,"RURAL AREAS","Podkarpackie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,1100,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",5,"NO",NA,"NO","NO","YES","9","NO",NA,NA,"PASSIVE",167,79,"technical science","CY"
"MALE",74,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","RETIRED",NA,1400,"WIDOWED",6,1961,8,2007,"MIXED",12,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES","YES",4,"YES",8,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,75,"technical science","FM"
"FEMALE",42,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",6,1993,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"YES",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",170,75,"technical science","BT"
"FEMALE",31,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",24,560,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,58,"technical science","YU"
"FEMALE",58,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","RETIRED",0,700,"MARRIED",10,1976,NA,NA,"MOSTLY DISSATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",NA,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,67,"technical science","EG"
"MALE",60,"URBAN BELOW 20,000","Mazowieckie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,725,"MARRIED",10,1974,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",176,80,"technical science","JX"
"MALE",64,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","RETIRED",NA,950,"MARRIED",8,1970,NA,NA,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,80,"technical science","ZB"
"MALE",52,"URBAN 100,000-200,000","Lubelskie","SECONDARY","SELF-EMPLOYED",NA,NA,"MARRIED",4,1984,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,NA,NA,NA,"NONE",182,95,"technical science","KW"
"FEMALE",51,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED",12,1982,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,84,"technical science","UT"
"MALE",47,"URBAN 100,000-200,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1250,"MARRIED",1,1993,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",172,90,"technical science","MI"
"MALE",41,"URBAN 200,000-500,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",6,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"YES",15,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",176,82,"technical science","IS"
"MALE",69,"URBAN 500,000 AND OVER","Lodzkie","VOCATIONAL/GRAMMAR","RETIRED",24,1500,"MARRIED",11,1968,NA,NA,"MIXED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"YES",16,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,75,"technical science","ZR"
"MALE",54,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","OTHER ECONOMICALLY INACTIVE",18,1000,"MARRIED",12,1978,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,95,"technical science","NV"
"MALE",46,"URBAN 100,000-200,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",3,1991,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,85,"technical science","NV"
"MALE",61,"RURAL AREAS","Podkarpackie","SECONDARY","LONG-TERM SICK/DISABLED",0,800,"MARRIED",7,1974,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,80,"technical science","SH"
"MALE",53,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","FARMER",0,300,"MARRIED",12,1980,NA,NA,"MOSTLY DISSATISFIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",4,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",164,80,"technical science","LL"
"MALE",43,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,11000,"MARRIED",5,2003,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",6,"NO",NA,"NO","NO","YES","18","NO",NA,NA,"ACTIVE",177,77,"technical science","SH"
"FEMALE",66,"RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","RETIRED",24,NA,"MARRIED",5,1966,NA,NA,"MOSTLY SATISFIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,75,"technical science","NV"
"FEMALE",42,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",9,1992,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"technical science","JP"
"FEMALE",70,"URBAN 20,000-100,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,1000,"WIDOWED",2,1965,6,2010,"MIXED",12,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,77,"technical science","JP"
"FEMALE",53,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2200,"MARRIED",10,1980,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,62,"technical science","AR"
"MALE",85,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","RETIRED",24,3450,"WIDOWED",7,1955,10,1998,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,60,"technical science","NX"
"FEMALE",41,"RURAL AREAS","Lodzkie","SECONDARY","SELF-EMPLOYED",0,NA,"MARRIED",5,1992,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,72,"technical science","ED"
"MALE",58,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","SELF-EMPLOYED",0,NA,"MARRIED",8,1978,NA,NA,"PLEASED",1,NA,"YES","YES","NO",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"technical science","AR"
"MALE",53,"URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","UNEMPLOYED",2,1000,"DIVORCED",6,1982,1,1995,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",181,85,"technical science","IS"
"MALE",40,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",9,2000,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",184,86,"technical science","OO"
"MALE",31,"RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",7,2010,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"YES",20,"NO","YES","NO",NA,"NO",NA,NA,"ACTIVE",193,95,"technical science","HU"
"MALE",56,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,2500,"MARRIED",12,1979,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,NA,"technical science","JX"
"FEMALE",39,"URBAN 100,000-200,000","Warminsko-mazurskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1450,"MARRIED",6,1991,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,69,"social welfare","FM"
"FEMALE",51,"URBAN BELOW 20,000","Swietokrzyskie","SECONDARY","UNEMPLOYED",24,650,"MARRIED",7,1982,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,90,"social welfare","RT"
"FEMALE",42,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED",0,800,"DIVORCED",10,1989,3,1994,"TERRIBLE",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",0,"YES",10,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,53,"social welfare","SH"
"FEMALE",42,"URBAN 200,000-500,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,3000,"MARRIED",7,1990,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",158,70,"social welfare","NV"
"FEMALE",41,"URBAN BELOW 20,000","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1000,"DIVORCED",6,1996,12,2008,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,55,"social welfare","LV"
"FEMALE",33,"RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",5,NA,"MARRIED",6,2000,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,72,"social welfare","NV"
"FEMALE",33,"URBAN 100,000-200,000","Wielkopolskie","SECONDARY","PUPIL OR STUDENT",NA,1500,"MARRIED",10,2010,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",168,130,"social welfare","FM"
"FEMALE",51,"URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",NA,520,"MARRIED",11,1984,NA,NA,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,52,"social welfare","LL"
"FEMALE",42,"RURAL AREAS","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,1000,"MARRIED",6,1986,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,NA,167,75,"social welfare","ZR"
"FEMALE",35,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,NA,"DIVORCED",NA,1995,6,2009,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","NORWAY","ACTIVE",155,52,"social welfare","RT"
"FEMALE",51,"RURAL AREAS","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",4,1982,NA,NA,"MOSTLY SATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,62,"social welfare","NX"
"FEMALE",66,"URBAN 20,000-100,000","Slaskie","VOCATIONAL/GRAMMAR","RETIRED",0,1500,"MARRIED",12,1964,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,82,"social welfare","JP"
"FEMALE",43,"RURAL AREAS","Swietokrzyskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",16,580,"MARRIED",6,1992,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",1,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,54,"social sciences","HU"
"FEMALE",54,"URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"WIDOWED",10,1987,3,1993,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,75,"social sciences","BS"
"MALE",30,"URBAN 200,000-500,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,900,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",14,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,74,"social sciences","OO"
"FEMALE",87,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","RETIRED",24,1400,"DIVORCED",7,1945,6,1952,"MIXED",11,"IT`S DIFFICULT TO TELL","NO","NO","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,75,"social sciences","HZ"
"FEMALE",49,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",NA,NA,"MARRIED",6,1990,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",18,"YES",5,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,60,"social sciences","FB"
"FEMALE",35,"URBAN BELOW 20,000","Mazowieckie","SECONDARY","LONG-TERM SICK/DISABLED",0,1300,"SINGLE",NA,NA,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,52,"social sciences","UT"
"FEMALE",35,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,800,"MARRIED",6,1998,NA,NA,"PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,53,"social sciences","SH"
"FEMALE",41,"RURAL AREAS","Lodzkie","SECONDARY","OTHER ECONOMICALLY INACTIVE",18,NA,"MARRIED",4,1991,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,66,"social sciences","JQ"
"FEMALE",30,"URBAN 100,000-200,000","Wielkopolskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1600,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",169,60,"social sciences","FM"
"FEMALE",27,"RURAL AREAS","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1400,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,62,"social sciences","ED"
"FEMALE",55,"RURAL AREAS","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",24,NA,"MARRIED",4,1980,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,75,"social sciences","KW"
"FEMALE",32,"URBAN BELOW 20,000","Kujawsko-pomorskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",9,2007,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",7,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",165,80,"social sciences","NV"
