"sex","age","agegr","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabint","wkabintdur","emcc","englang","height","weight","bmi","wkabdur","eduspec","random"
"FEMALE",31,"25-34","RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",5,1000,"MARRIED",4,2002,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",167,68,24.3823729785937,-8,"services for the population and transport services","h"
"FEMALE",76,"65+","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","RETIRED",-8,900,"MARRIED",2,1959,NA,NA,"MOSTLY SATISFIED",5,NA,"NO OPINION","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,65,22.4913494809689,-8,"services for the population and transport services","c"
"FEMALE",47,"45-59","URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED",2,1984,NA,NA,"MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,83,30.8596073765616,-8,"services for the population and transport services","z"
"MALE",38,"35-44","RURAL AREAS","Dolnoslaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1200,"MARRIED",4,2000,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",170,80,27.681660899654,-8,"services for the population and transport services","l"
"FEMALE",27,"25-34","URBAN BELOW 20,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",14,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",12,"YES",9,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS",NA,"PASSIVE",164,49,18.2183224271267,-8,"services for the population and transport services","p"
"MALE",61,"60-64","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","RETIRED",-8,1857,"MARRIED",2,1984,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",167,74,26.5337588296461,-8,"services for the population and transport services","w"
"FEMALE",48,"45-59","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,-8,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",NA,NA,NA,-8,"services for the population and transport services","l"
"FEMALE",63,"60-64","URBAN 20,000-100,000","Pomorskie","VOCATIONAL/GRAMMAR","RETIRED",0,1300,"WIDOWED",7,1972,3,1985,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",165,76,27.9155188246097,-8,"services for the population and transport services","e"
"MALE",36,"35-44","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","SELF-EMPLOYED",0,15000,"MARRIED",9,2001,NA,NA,"PLEASED",1,NA,"YES","NO OPINION","NO",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",183,120,35.8326614709308,-8,"services for the population and transport services","y"
"FEMALE",24,"16-24","URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",24,-8,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","LESS THAN 1 YEAR",NA,"PASSIVE",160,60,23.4375,-8,"services for the population and transport services","l"
"MALE",35,"35-44","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,3500,"MARRIED",10,2001,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",0,"YES",15,"NO","NO","NO","NO",NA,NA,"ACTIVE",180,87,26.8518518518519,-8,"services for the population and transport services","d"
"MALE",28,"25-34","URBAN 200,000-500,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",-8,-8,"MARRIED",6,2008,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",-8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",174,75,24.7720967102656,-8,"services for the population and transport services","b"
"FEMALE",43,"35-44","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","UNEMPLOYED",4,700,"SINGLE",NA,NA,NA,NA,"MIXED",3,NA,"NO OPINION","NO OPINION","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",172,70,23.6614386154678,-8,"services for the population and transport services","z"
"MALE",59,"45-59","URBAN 500,000 AND OVER","Dolnoslaskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",-8,1400,"MARRIED",8,1979,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",182,105,31.6990701606086,-8,"services for the population and transport services","v"
"MALE",26,"25-34","URBAN 200,000-500,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",-8,1200,"MARRIED",4,2010,NA,NA,"DELIGHTED",3,"IT`S DIFFICULT TO TELL","YES","YES","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",175,94,30.6938775510204,-8,"services for the population and transport services","y"
"FEMALE",26,"25-34","URBAN BELOW 20,000","Malopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,61,22.4058769513315,-8,"services for the population and transport services","b"
"FEMALE",23,"16-24","URBAN 100,000-200,000","Lodzkie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",16,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",168,54,19.1326530612245,-8,"services for the population and transport services","u"
"MALE",57,"45-59","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",-8,1300,"MARRIED",6,1975,NA,NA,"PLEASED",17,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",172,73,24.6755002704164,-8,"services for the population and transport services","p"
"FEMALE",28,"25-34","URBAN 100,000-200,000","Lodzkie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,5000,"MARRIED",9,2005,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",10,"NO",-8,"NO","NO",NA,"NO",NA,NA,"NONE",164,74,27.5133848899465,-8,"services for the population and transport services","p"
"FEMALE",31,"25-34","URBAN 100,000-200,000","Lubelskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",7,2003,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"YES",29,"NO","NO","NO","NO",NA,NA,"NONE",169,70,24.5089457652043,-8,"services for the population and transport services","s"
"FEMALE",23,"16-24","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED",9,2010,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,67,23.1833910034602,-8,"services for the population and transport services","q"
"FEMALE",60,"60-64","URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","RETIRED",0,1500,"MARRIED",10,1973,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",155,75,31.2174817898023,-8,"services for the population and transport services","e"
"FEMALE",30,"25-34","RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",10,1500,"MARRIED",10,1999,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,82,30.4878048780488,-8,"services for the population and transport services","d"
"FEMALE",58,"45-59","URBAN 20,000-100,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","RETIRED",-8,1000,"WIDOWED",9,1971,6,1991,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",154,79,33.3108449991567,-8,"services for the population and transport services","n"
"MALE",45,"45-59","URBAN 100,000-200,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,3500,"MARRIED",7,1989,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",40,"YES",30,"NO","NO","NO","NO",NA,NA,"NONE",172,92,31.0978907517577,-8,"services for the population and transport services","y"
"FEMALE",50,"45-59","URBAN 20,000-100,000","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,980,"DIVORCED",12,1980,10,2000,"UNHAPPY",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"YES",10,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",159,61,24.1287923737194,-8,"services for the population and transport services","p"
"FEMALE",63,"60-64","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","RETIRED",0,1300,"MARRIED",2,1968,NA,NA,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,50,17.7154195011338,-8,"services for the population and transport services","h"
"FEMALE",32,"25-34","RURAL AREAS","Pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",12,1997,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"YES",5,"NO","NO","NO","NO",NA,NA,"NONE",170,50,17.3010380622837,-8,"services for the population and transport services","b"
"FEMALE",23,"16-24","RURAL AREAS","Zachodnio-pomorskie","SECONDARY","UNEMPLOYED",8,NA,"SINGLE",NA,NA,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",1,"YES","NO","NO","NO",NA,NA,"NONE",160,70,27.34375,-8,"services for the population and transport services","a"
"MALE",74,"65+","URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","RETIRED",-8,-8,"MARRIED",10,1962,NA,NA,"MIXED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",176,81,26.1492768595041,-8,"services for the population and transport services","n"
"MALE",42,"35-44","URBAN 100,000-200,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",3,1500,"MARRIED",12,1989,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",1,"YES",3,"NO","NO","NO","NO",NA,NA,"NONE",181,78,23.8087970452672,-8,"services for the population and transport services","q"
"FEMALE",39,"35-44","RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","FARMER",0,-8,"MARRIED",11,1996,NA,NA,"MIXED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,64,23.7953599048186,-8,"services for the population and transport services","v"
"MALE",42,"35-44","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,1700,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",1,"YES",10,"YES","YES","NO","NO",NA,NA,"NONE",172,80,27.0416441319632,-8,"services for the population and transport services","s"
"MALE",25,"25-34","URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",-8,2000,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",-8,"YES","NO","NO","NO",NA,NA,"PASSIVE",180,70,21.6049382716049,-8,"services for the population and transport services","i"
"FEMALE",24,"16-24","URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,5700,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",180,83,25.6172839506173,-8,"services for the population and transport services","n"
"MALE",59,"45-59","URBAN 20,000-100,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,NA,"DIVORCED",12,1974,7,1986,"MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO","YES",4,"YES",20,"NO","YES","NO","NO",NA,NA,"NONE",176,85,27.4405991735537,-8,"services for the population and transport services","m"
"MALE",29,"25-34","URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,4000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",20,"NO","NO","NO","NO",NA,NA,"PASSIVE",176,98,31.6373966942149,-8,"services for the population and transport services","z"
"MALE",27,"25-34","URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,-8,"MARRIED",8,2008,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",30,"YES",10,"NO","NO","NO","NO",NA,NA,"PASSIVE",175,83,27.1020408163265,-8,"services for the population and transport services","x"
"FEMALE",67,"65+","URBAN BELOW 20,000","Lodzkie","VOCATIONAL/GRAMMAR","RETIRED",24,1200,"MARRIED",7,1964,NA,NA,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",150,79,35.1111111111111,-8,"services for the population and transport services","m"
"FEMALE",48,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","FARMER",-8,-8,"MARRIED",4,1990,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",162,60,22.8623685413809,-8,"services for the population and transport services","y"
"MALE",67,"65+","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","RETIRED",-8,2500,"MARRIED",1,1969,NA,NA,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"YES",30,"NO","NO","NO","NO",NA,NA,"NONE",180,100,30.8641975308642,-8,"services for the population and transport services","q"
"FEMALE",31,"25-34","URBAN 100,000-200,000","Lubelskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,600,"MARRIED",10,2008,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",170,46,15.916955017301,-8,"services for the population and transport services","p"
"FEMALE",46,"45-59","URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1428,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,62,23.051754907793,-8,"services for the population and transport services","l"
"FEMALE",27,"25-34","URBAN 100,000-200,000","Malopolskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",7,700,"MARRIED",9,2008,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",169,60,21.0076677987465,-8,"services for the population and transport services","x"
"FEMALE",42,"35-44","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","UNEMPLOYED",24,380,"MARRIED",6,1991,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",2,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",170,71,24.5674740484429,-8,"services for the population and transport services","n"
"FEMALE",64,"60-64","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","RETIRED",0,830,"MARRIED",10,1969,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,65,24.1671624033314,-8,"services for the population and transport services","c"
"MALE",66,"65+","RURAL AREAS","Lubuskie","VOCATIONAL/GRAMMAR","RETIRED",24,1100,"MARRIED",11,1966,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,105,37.202380952381,-8,"services for the population and transport services","o"
"FEMALE",31,"25-34","URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",24,NA,"MARRIED",11,2000,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","LESS THAN 1 YEAR","NETHERLANDS","NONE",164,59,21.9363474122546,-8,"services for the population and transport services","p"
"MALE",37,"35-44","RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",10,500,"SINGLE",NA,NA,NA,NA,"MIXED",5,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","NO",15,"YES",10,"YES","YES","NO","NO",NA,NA,"NONE",173,60,20.0474456213038,-8,"services for the population and transport services","r"
"FEMALE",39,"35-44","RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",12,1100,"MARRIED",6,1991,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",156,60,24.65483234714,-8,"services for the population and transport services","y"
"FEMALE",40,"35-44","RURAL AREAS","Podlaskie","VOCATIONAL/GRAMMAR","FARMER",-8,1250,"MARRIED",1,1995,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",157,90,36.5126374295103,-8,"services for the population and transport services","k"
"FEMALE",59,"45-59","URBAN 100,000-200,000","Pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",18,-8,"MARRIED",10,1972,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",152,68,29.4321329639889,-8,"services for the population and transport services","f"
"MALE",81,"65+","URBAN BELOW 20,000","Opolskie","VOCATIONAL/GRAMMAR","RETIRED",24,1600,"WIDOWED",12,1953,7,1974,"MOSTLY DISSATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,68,24.9770431588613,-8,"services for the population and transport services","q"
"FEMALE",58,"45-59","RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","RETIRED",-8,760,"MARRIED",7,1972,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA,2,"NO",-8,"NO",NA,"NO","NO",NA,NA,"NONE",162,71,27.0538027739674,-8,"services for the population and transport services","m"
"MALE",21,"16-24","RURAL AREAS","Lodzkie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1500,"SINGLE",NA,NA,NA,NA,"DELIGHTED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",178,92,29.0367377856331,-8,"services for the population and transport services","h"
"FEMALE",35,"35-44","URBAN 20,000-100,000","Pomorskie","SECONDARY","UNEMPLOYED",17,NA,"MARRIED",12,2004,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",162,55,20.9571711629325,-8,"services for the population and transport services","z"
"FEMALE",66,"65+","RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","RETIRED",-8,800,"MARRIED",11,1966,NA,NA,"MOSTLY SATISFIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",174,87,28.735632183908,-8,"services for the population and transport services","c"
"FEMALE",28,"25-34","RURAL AREAS","Lubelskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",-8,950,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",164,59,21.9363474122546,-8,"services for the population and transport services","d"
"FEMALE",35,"35-44","URBAN 200,000-500,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,NA,"DIVORCED",7,1995,11,2006,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",170,74,25.6055363321799,-8,"services for the population and transport services","f"
"FEMALE",21,"16-24","RURAL AREAS","Podkarpackie","SECONDARY","PUPIL OR STUDENT",-8,NA,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",168,53,18.7783446712018,-8,"services for the population and transport services","f"
"FEMALE",53,"45-59","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1700,"MARRIED",9,1978,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",162,105,40.0091449474165,-8,"services for the population and transport services","t"
"FEMALE",41,"35-44","URBAN BELOW 20,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",-8,-8,"MARRIED",11,1991,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,80,28.3446712018141,-8,"services for the population and transport services","f"
"MALE",78,"65+","URBAN BELOW 20,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","RETIRED",0,1000,"WIDOWED",3,1957,10,2000,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,80,27.681660899654,-8,"services for the population and transport services","k"
"MALE",32,"25-34","RURAL AREAS","Malopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",-8,2000,"MARRIED",7,2004,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",154,83,34.9974700624051,-8,"services for the population and transport services","z"
"FEMALE",42,"35-44","URBAN BELOW 20,000","Malopolskie","SECONDARY","SELF-EMPLOYED",-8,-8,"MARRIED",1,1992,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"YES",16,"NO","NO","NO","NO",NA,NA,"NONE",160,82,32.03125,-8,"services for the population and transport services","d"
"MALE",47,"45-59","URBAN 500,000 AND OVER","Dolnoslaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,-8,"MARRIED",7,1984,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",176,92,29.7004132231405,-8,"services for the population and transport services","v"
"FEMALE",36,"35-44","URBAN 100,000-200,000","Podkarpackie","SECONDARY","SELF-EMPLOYED",-8,-8,"MARRIED",10,1996,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",157,52,21.0961905148282,-8,"services for the population and transport services","d"
"MALE",51,"45-59","RURAL AREAS","Dolnoslaskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",24,NA,"SINGLE",NA,NA,NA,NA,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,95,32.8719723183391,-8,"services for the population and transport services","u"
"MALE",44,"35-44","URBAN BELOW 20,000","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",-8,1600,"MARRIED",11,1991,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","NONE",187,92,26.3090165575224,-8,"services for the population and transport services","b"
"FEMALE",48,"45-59","URBAN 100,000-200,000","Dolnoslaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,930,"WIDOWED",6,1985,11,2010,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",0,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,62,23.051754907793,-8,"services for the population and transport services","r"
"FEMALE",49,"45-59","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,-8,"MARRIED",2,1984,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",6,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",159,51,20.1732526403228,-8,"services for the population and transport services","b"
"MALE",40,"35-44","URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,-8,"MARRIED",1,1990,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",-8,"YES","NO","NO","NO",NA,NA,"NONE",166,82,29.7575845550878,-8,"services for the population and transport services","h"
