"term","estimate","std.error","statistic","p.value","dep_var","data","epochs","discriminator","batch","frequency","copies"
"(Intercept)",4.1865968907385,0.235846462559159,17.7513660595539,0.00000000000000000000000000000000000000000000000000000000000179187594042414,"age","sds",900,10,500,"True",10
"income",-0.0107569866182404,0.0167461847010709,-0.642354471197999,0.520791329487504,"age","sds",900,10,500,"True",10
"wealth",-0.0159258897382799,0.0131802552332586,-1.20831421368026,0.227510733404152,"age","sds",900,10,500,"True",10
"(Intercept)",10.2097511415395,0.529481551113021,19.2825436884017,0.00000000000000000000000000000000000000000000000000000000000237575938174594,"income","sds",900,10,500,"True",10
"age",-0.0592640831360177,0.0852595263873043,-0.695102185611514,0.487207964619031,"income","sds",900,10,500,"True",10
"wealth",0.00146339109184524,0.03226886891722,0.0453499345018663,0.963878675514512,"income","sds",900,10,500,"True",10
"(Intercept)",13.026851929185,0.681975035086253,19.1016551324894,0.000000000000000000000000000000000000000000000000000000000000869998769205015,"wealth","sds",900,10,500,"True",10
"age",-0.115967553423643,0.110924201955858,-1.04546664640231,0.296393262928154,"wealth","sds",900,10,500,"True",10
"income",0.00895482706168392,0.052335684027647,0.171103659540466,0.864279544249655,"wealth","sds",900,10,500,"True",10
"(Intercept)",4.2094010675677,0.288086193692774,14.6116029151219,0.000000000000624083994481879,"age","sds",900,10,500,"False",5
"income",-0.00435705659261793,0.021188475095774,-0.205633325330096,0.839230347505655,"age","sds",900,10,500,"False",5
"wealth",-0.021164089079634,0.0120905494084255,-1.75046545567942,0.0801634618431678,"age","sds",900,10,500,"False",5
"(Intercept)",10.2587001531546,0.53737499365034,19.0903936252562,0.000000000000000000000000000000020338291106221,"income","sds",900,10,500,"False",5
"age",-0.0402986541709596,0.102549240571974,-0.392968821087232,0.697999985652149,"income","sds",900,10,500,"False",5
"wealth",-0.00335877959328945,0.0289846224564149,-0.115881433278635,0.907850596214968,"income","sds",900,10,500,"False",5
"(Intercept)",13.399268184958,0.647039971040389,20.7085632799671,0.0000000000000000000000000000000000000000000000000000000000000000635184992654089,"wealth","sds",900,10,500,"False",5
"age",-0.178618646139219,0.101996874774754,-1.75121685378766,0.0799838323414719,"wealth","sds",900,10,500,"False",5
"income",0.00317365011569817,0.0498364761535795,0.0636812704397084,0.949302106088242,"wealth","sds",900,10,500,"False",5
"(Intercept)",4.30438229663283,0.254324906898794,16.9247375301143,0.00000000000000000000000000000000000000000445376723010313,"age","sds",900,10,500,"False",10
"income",-0.0186275372181674,0.0179664206319823,-1.03679734543275,0.30055940113182,"age","sds",900,10,500,"False",10
"wealth",-0.0200209542269279,0.0138275414984081,-1.44790411435271,0.149234716762239,"age","sds",900,10,500,"False",10
"(Intercept)",10.4256490021684,0.536199516840956,19.4436001427073,0.000000000000000000000000000000000000000000000000000000000800553109046515,"income","sds",900,10,500,"False",10
"age",-0.0936401654363616,0.0939037382708574,-0.997193159299627,0.319752172022597,"income","sds",900,10,500,"False",10
"wealth",-0.0127227672194029,0.0313955794517727,-0.405240719921943,0.685671571185139,"income","sds",900,10,500,"False",10
"(Intercept)",13.4005897382993,0.75211960314081,17.8170994112362,0.0000000000000000000000000000000000000000294415593364969,"wealth","sds",900,10,500,"False",10
"age",-0.152166279340428,0.122287439005923,-1.24433286507094,0.21475003017044,"wealth","sds",900,10,500,"False",10
"income",-0.0319345703588665,0.0546099505676035,-0.584775668663783,0.559219207749709,"wealth","sds",900,10,500,"False",10
"(Intercept)",4.09483386969809,0.25424007900138,16.1061697501906,0.0000000000000000000000000506908138533242,"age","sds",900,10,1000,"True",5
"income",0.0103341166783645,0.017618469203359,0.586550202465619,0.559421086888829,"age","sds",900,10,1000,"True",5
"wealth",-0.0183783494071238,0.016457321426874,-1.116727864178,0.280181813110484,"age","sds",900,10,1000,"True",5
"(Intercept)",10.1605633337044,0.747369680990939,13.5950970344857,0.00000000000644982769983303,"income","sds",900,10,1000,"True",5
"age",0.102588871603563,0.11348687896407,0.90397121270771,0.370167769781436,"income","sds",900,10,1000,"True",5
"wealth",-0.0587224956695324,0.0335494985514041,-1.75032409439916,0.0827742987282157,"income","sds",900,10,1000,"True",5
"(Intercept)",14.301957552735,0.794002678134944,18.0124802429247,0.00000000000000000000677091223609905,"wealth","sds",900,10,1000,"True",5
"age",-0.179070514282322,0.159917209139359,-1.1197701313451,0.277468229564886,"wealth","sds",900,10,1000,"True",5
"income",-0.100823594415815,0.0594334346969188,-1.69641204365802,0.0997073020029135,"wealth","sds",900,10,1000,"True",5
"(Intercept)",3.91341318458984,0.235093322357857,16.6462115781956,0.00000000000000000000000000000000000000000000000000000000000100560524495563,"age","sds",900,10,1000,"True",10
"income",0.0223020631915343,0.0163783602176362,1.36167863541794,0.17344538818958,"age","sds",900,10,1000,"True",10
"wealth",-0.0178867631229133,0.0123042652274921,-1.4537042880828,0.146036581732985,"age","sds",900,10,1000,"True",10
"(Intercept)",10.2579295292413,0.518272999872814,19.7925215702122,0.0000000000000000000000000000000000000000000000000000000000000000000000000000158306683736394,"income","sds",900,10,1000,"True",10
"age",0.108535840637534,0.0839433820170797,1.29296482974024,0.196058229317654,"income","sds",900,10,1000,"True",10
"wealth",-0.0601377979417812,0.029887273386526,-2.01215404175655,0.0444201133028816,"income","sds",900,10,1000,"True",10
"(Intercept)",14.2132364876826,0.624295177923042,22.7668529091773,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000716458896721552,"wealth","sds",900,10,1000,"True",10
"age",-0.149079016581403,0.103684225841598,-1.43781771403835,0.150490541623005,"wealth","sds",900,10,1000,"True",10
"income",-0.103837153635765,0.0494778175750637,-2.09866074788428,0.0363315305772013,"wealth","sds",900,10,1000,"True",10
"(Intercept)",4.17304438564229,0.230715220425591,18.0874256060976,0.0000000000000000000000000000000178584939567303,"age","sds",900,10,1000,"False",5
"income",0.0163808270843986,0.0153828295010064,1.06487737404403,0.289963855838055,"age","sds",900,10,1000,"False",5
"wealth",-0.0281446349224282,0.0122750756513358,-2.29282781808073,0.0223151893155287,"age","sds",900,10,1000,"False",5
"(Intercept)",9.77585652866815,0.710626721102652,13.7566689210607,0.000000000000139190733555401,"income","sds",900,10,1000,"False",5
"age",0.109294668547852,0.107923457965237,1.01270539888609,0.316068522300285,"income","sds",900,10,1000,"False",5
"wealth",-0.0400614918271658,0.038198124183651,-1.04878165311354,0.302683661476963,"income","sds",900,10,1000,"False",5
"(Intercept)",14.2953989550445,0.641947835700337,22.2687859667738,0.00000000000000000000000000000000000361166596796043,"wealth","sds",900,10,1000,"False",5
"age",-0.250454433556756,0.111137159054918,-2.2535615961984,0.0249561676883897,"wealth","sds",900,10,1000,"False",5
"income",-0.0543435414671347,0.0534024529226605,-1.01762257149194,0.320002586610671,"wealth","sds",900,10,1000,"False",5
"(Intercept)",4.01168264081691,0.233453559118767,17.1840714528409,0.0000000000000000000000000000000000000000000000000000000269388816976233,"age","sds",900,10,1000,"False",10
"income",0.0146737316646123,0.0152996884153952,0.959086960872157,0.337748677650865,"age","sds",900,10,1000,"False",10
"wealth",-0.0190869061081952,0.0129266734860282,-1.47655204015367,0.140177957205868,"age","sds",900,10,1000,"False",10
"(Intercept)",10.3840464559447,0.539937645156751,19.231936408009,0.0000000000000000000000000000000000000000000000000000000000000000000000000000237064068929142,"income","sds",900,10,1000,"False",10
"age",0.074157786878362,0.08926998944923,0.830713516780881,0.406295890148875,"income","sds",900,10,1000,"False",10
"wealth",-0.0621732275869718,0.0316797002967227,-1.96255731603003,0.0499441388711843,"income","sds",900,10,1000,"False",10
"(Intercept)",14.0844325310093,0.572871187090267,24.5856884556319,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000228847556356345,"wealth","sds",900,10,1000,"False",10
"age",-0.148731973534262,0.101222328352967,-1.4693593395286,0.142112069630756,"wealth","sds",900,10,1000,"False",10
"income",-0.0788234411626263,0.0411859974531079,-1.91384077203351,0.055685620819236,"wealth","sds",900,10,1000,"False",10
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",300,1,500,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",300,1,500,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",300,1,500,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",300,1,500,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",300,1,500,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",300,1,500,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",300,1,500,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",300,1,500,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",300,1,500,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",300,1,500,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",300,1,500,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",300,1,500,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",300,1,500,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",300,1,500,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",300,1,500,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",300,1,500,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",300,1,500,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",300,1,500,"False",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",300,1,1000,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",300,1,1000,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",300,1,1000,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",300,1,1000,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",300,1,1000,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",300,1,1000,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",300,1,1000,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",300,1,1000,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",300,1,1000,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",300,1,1000,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",300,1,1000,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",300,1,1000,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",300,1,1000,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",300,1,1000,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",300,1,1000,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",300,1,1000,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",300,1,1000,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",300,1,1000,"False",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",300,5,500,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",300,5,500,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",300,5,500,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",300,5,500,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",300,5,500,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",300,5,500,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",300,5,500,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",300,5,500,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",300,5,500,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",300,5,500,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",300,5,500,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",300,5,500,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",300,5,500,"False",1
